quotation,code
,
"Well, it's nothing fundamentally new, that new features require changes to applications, libraries etc. It's nice if it can be avoided of course. From a design POV, Jann's idea to have a per PMU special file which you need to open for getting access is way better than the extra knobs. It allows to use all existing security mechanisms to be used. Peter and I discussed that and we came up with the idea that the file descriptor is not even required, i.e. you could make it backward compatible.perf event open() knows which PMU is associated with the event the caller tries to open. So perf event open() can try to access/open the special per PMU file on behalf of the caller. That should get the same security treatment like a regular open() from user space. If that succeeds, access is granted. The magic file could still be writeable for root to give general restrictions aside of the file based ones similar to what you are proposing. The analysis and documentation requirements still remain of course.",technical
,
"(That was Mark's idea, not mine, I just agree with his idea a lot.)",technical
,
"Hello,<SNIP>Let me wrap up all the requirements and ideas that have been captured so far.1. A file [1] is added so that it can belong to a group of users allowed to use {PMU},   something like this Modifications of file content are allowed to those who can   modify setting.2. Semantics and content of the introduced paranoid file is   similar to this   The perf event paranoid file can be set to restrict access   to the performance counters.   2   allow only user-space measurements (default since Linux 4.6).   1   allow both kernel and user measurements (default before Linux 4.6).   0   allow access to CPU-specific data but not raw trace point samples.  -1  no restrictions.   The existence of the perf event paranoid file is the official method   for determining if a kernel supports perf event open().3. Every time an event for {PMU} is created over perf event open():   a) the calling thread's euid is checked to belong to {PMU} users group      and if it does then the event's fd is allocated;   b) then traditional checks against perf event pranoid content are applied;   c) if the file doesn't exist the access is governed by global setting, 4. Documentation/admin-guide/perf-security.rst file is introduced that:   a) contains general explanation for fine grained access control;   b) contains a section with guidance about scope and risk for each PMU      which is enabled for fine grained access control;   c) file is extended when more PMUs are enabled for fine grain control;Security analysis for uncore IMC, QPI/UPI, PC Ie PMUs is still required to be enabled for fine grain control.",technical
,
"Right, though I personally prefer something like 'access control' as filename, but that's bike shed painting realm. Not only the user group, it really should do the full security checks which are done on open().Hmm, not sure about that because that might be conflicting. Correct.     0) Better documentation of this.",technical
,
"Hello, I expect it is already implemented by some internal kernel API so that it could be reused. Well, possible contradictions could be converged to some reasonable point during technical review stage. Current perf event paranoid semantics is still required for PMUs that are governed by global setting at. Exactly. perf event open man7 [1] requires update as well, however this is not a part of kernel source tree so these docs changes are to be mailed TO:",technical
,
"You'll also have to make sure that this thing in kernel/events/core.c doesn't have any bad effect:    /*    * Special case software events and allow them to be part of    * any hardware group.    */As in, make sure that you can't smuggle in arbitrary software events by attaching them to a whitelisted hardware event. And you can't whitelist anything that permits using sampling events with arbitrary sample type.",technical
,
"Hi,<SNIP>Yes, makes sense. Please see and comment below.<SNIP>It appears that there is a dependency on the significance of data that PMUs captures for later analysis. Currently there are following options for data being captured (please correct or extend if something is missing from the list below):1) Monitored process details:   - system information on a process as a container (of threads, memory data and     IDs (e.g. open fds) from process specific namespaces and etc.);   - system information on threads as containers (of execution context details);2) Execution context details:   - memory addresses;   - memory data;   - calculation results;   - calculation state in HW;3) Monitored process and execution context telemetry data, used for building   various performance metrics and can come from:   - user mode code and OS kernel;   - various parts of HW e.g. core, uncore, peripheral and etc. Group 2) is the potential leakage source of sensitive process data so if a PMU, at some mode, samples execution context details then the PMU, working in that mode, is the subject for *access* and *scope* control. On the other hand if captured data contain only the monitored process details and/or associated execution telemetry, there is probably no sensitive data leakage thru that captured data. For example, if cpu PMU samples PC addresses overtime, e.g. for providing hotspots-by-function profile, then this requires to be controlled as from access as from scope perspective, because PC addresses is execution context details that can contain sensitive data. However, if cpu PMU does counting of some metric value, or if software PMU reads value of thread active time from the OS, possibly overtime, for later building some rating profile, or reading of some HW counter value without attribution to any execution context details, that is probably not that risky as in the case of PC address sampling. Uncore PMUs e.g. memory controller (IMC), interconnect (QPI/UPI) and peripheral (PCIe) currently only read counters values that are captured system wide by HW, and provide no attribution to any specific execution context details, thus, sensitive process data. Based on that, A) paranoid knob is required for a PMU if it can capture data from group 2)B) paranoid knob limits scope of capturing sensitive data:   -3 - *scope* is defined by some high level setting   -2 - disabled - no allowed *scope*   -1 - no restrictions - max *scope*    0 - system wide    1 - process user and kernel space    2 - process user space onlyC) paranoid knob has to be checked every time the PMU is going to start   capturing sensitive data to avoid capturing beyond the allowed scope. PMU *access* semantics is derived from fs ACLs and could look like this:r - read PMU architectural and configuration details, read PMU *access* settingsw - modify PMU *access* settingsx - modify PMU configuration and collect data So levels of *access* to PMU could look like this:root=rwx, {PMU} users=r-x, other=r--.Possible examples of *scope* control settings could look like this:1) system wide user+kernel mode CPU sampling with context switches   and uncore counting: Please share more thought so that it eventually could go into Documentation/admin-guide/perf-security.rst.",technical
,
I missed this and do the wrong thing. I'm really sorry for this.,technical
,
This patch doesn't apply to cryptodev because the bug has already been fixed by another patch.,technical
,
"While I agree that it is polling anyway, this change can add significant burden when debugging and trace is enabled for cpu idle, if idle state 0is used often. For example: Phoronix dbench test, 96 clients: 900 second trace:Kernel 4.20-rc1:idle state 0 entry exits: 686,724 Does trace being enabled effect the system under test: Yes. Kernel 4.20-rc1 with this patch reverted: idle state 0 entry exits: 66,185Does trace being enabled effect the system under test: No, or minimal....",technical
,
"Thank you for your patch If my understanding was correct, the chance to use BUSIFx is when TDM split mode. And this patch selects it on runtime (= hw param) ?But, I think we can/should select it on probe timing from DT connection. Am I misunderstanding ? I'm not sure how to select, but adding new ssiuX0 - ssiuX7 is realistic idea (parse sound card is not realistic...) ?If so, your rxu/txu DMA can be more simple ?",technical
,
"Yes, only when SSI works in Split/Ex-Split mode, BUSIFx other than 0 is necessary Because, in order to automatically determine BUSIF number, information like SSI mode (non-Split/Split/Ex-Split), runtime channel, are required(in our internal implementation, SSI mode is selected by kctrl)because of this, in this patch, BUSIF is selected on runtime with the above reasoning, BUSIF is selected on runtime. What do you think? ",technical
,
"Thank you for your feedback(snip)I have no objection that you are customizing your kernel locally. But, upstreaming kernel based on it is not acceptable for me. I'm not sure detail of your local implementation, but I don't think we need to select SSI mode by kctrl. If my understanding was correct, it can also be selected automatically somehow. Or, am I misunderstanding ?I could understand what you want to do, and yes, I can agree that we want/need to have it on upstream. Thank you very much to indicating it to me. But we need to consider more how to implement it. Especially, it is related to DT bindings. As you already know, if it is implemented on upstream kernel, we need to keep compatibility in the future, and it is very difficult. So, my opinions for BUSIFn support are	- SSI mode should be selected automatically	- BUSIFn connection should be selected on DT	  (I think we don't want random sound output position ?)	  - To select it, we need to have new ""ssiu"" DT settings,	    or parse sound card. Maybe adding ssiu is realistic.",technical
,
"Thanks for your comments SSI can work in following modes1. Basic Mode: (channel 1, 2, 4, 6, 8, 16)2. TDM Extended Mode: (channel 6, 8)3. TDM Split Mode: (channel 1, 2)4. TDM Ex-Split mode: (Channel 2, 4, 6, 8, 10) for example user asks dai-link0 to playback 2ch audio stream, driver can't determine which mode to work, as it can be Basic mode ,Split mode or Ex-Split mode. Yes, I agree with you, upstream need to consider lots of things can you give me your idea, how to automatically determine working mode, when user plays 2 channel stream on playback dai-link since which BUSIFx is used during audio data transfer, is not consideration of user, I think your previous suggestion, (automatically select BUSIFx) makes more sense ",technical
,
" If my understanding was correct, we can do like this If DT indicated sound card has dai-link x N, tdm-slots = <M>,	If (N, M) = (1, 2) : Basic mode	If (N, M) = (1, >2): TDM mode	If (N, M) = (2, 4) : TDM Split mode	If (N, M) = (2, >4): TDM Ex-Split mode	If (N, M) = (>2, 8): TDM Split mode	...Maybe some combination was wrong, but we can do something like this ?Why do we need to use Basic mode if HW has TDM Split mode connection? If user playbacks 2ch audio in such situation, we can use TDM Split mode (= only 2ch has sound, other channel has no sound ?) user might start to playback for other channels. I'm not sure how it works...I'm not yet sure detail, but in your idea, does it mean,BUSIFx connection might be exchanged runtime ?I think BUSIFx connection shouldn't exchanged runtime IMO. Otherwise, sound position can't be fixed, and user can't control sound, I think...",technical
,
"Thanks for your comment The idea to consider tdm slot when determine SSI mode makes sense to me, by checking runtime channel and tdm slots combination, I think SSI mode can be automatically selected like following: it shouldn't be changed during runtime, my idea is BUSIFx can be automatically selected when corresponding dai-link is not active The reason I added rsnd ssi select busif(io, chan) in rsnd hw params()in patch ASoC: rsnd: add busif property to dai stream of v2 patch-set,is because runtime channel is necessary information to determine which BUSIFx to select,(which is mentioned in above) and at this stage (rsnd hw params()), all other control settings(register setting, dma address calculation etc) haven't been done, so corresponding dai-link can be considered to be not active at this timing but maybe you have better suggestion when to automatically select BUSIFx What is your opinion? ",technical
,
"Thanks for your feedback Sorry, but I couldn't understand what this table means ? For example, what does ""1ch"" mean ?It looks like ""1ch playback by TDM""...My image is like this.	",technical
,
"Thanks for your feedback sorry for vague explanation, by ""1ch"" I mean runtime 1 channel playback for example: if user plays 1 channel stream, by checking tdm slots value, if it is < 4, then it can't be working in Split mode, so driver will automatically set SSI to work in Basic mode, otherwise, SSI will work in TDM Split mode. After re-think about BUSIFx selection, I agree with you, it shouldn't be random, and select it via device-tree, as you have already demonstrated is a good idea Based on our discussion so far, I think we both agree on the following points1. Driver select SSI mode automatically (by checking tdm slots, runtime channel, etc)2. Driver parse BUSIFx for each dai-link from device-tree I will review my v2 patch-set, drop changes violate to above two points ",technical
,
"Hmm... ??Maybe, we are misunderstanding each other...In my understanding, if platform can use TDM 8ch Split mode, user interface will be for example ser can playback like this sound will be converted to 2ch by alsalib, and daiX will receive converted 2ch sound. SSI always playbacks it as part of TDM 8ch Split mode. In this platform, it can handle stereo sound only on each daiX, and always works as TDM Split mode, never works as Basic Mode / TDM Ex-Split mode. If DAI was dai0, dai1 only, it will be TDM Ex-Split mode. It depends on tdm-slots, I think. If tdm-slots was  something like this, is my understanding. Thank you for understanding my idea. Nice to know ",technical
,
"I believe this hasn't addressed my questions in  Namely ""It is the more general idea that I am not really sure about. First of all. Does it make  any  sense to randomize 4MB blocks by default? Why cannot we simply have it disabled? Then and more concerning question is, does it even make sense to have this randomization applied to higher orders than 0? Attacker might fragment the memory and keep recycling the lowest order and get the predictable behavior that we have right now.",technical
,
This is the biggest portion of the series and I am wondering why do we need it at all. Why it isn't sufficient to rely on the patch 3 here? Pages freed from the bootmem allocator go via the same path so they might be shuffled at that time. Or is there any problem with that? Not enough entropy at the time when this is called or the final result is s not randomized enough (some numbers would be helpful).,technical
,
"I'm not aware of any CVE that this would directly preclude, but that said the entropy injected at 4MB boundaries raises the bar on heap attacks. Environments that want more can adjust that with the boot parameter. Given the potential benefits I think it would only make sense to default disable it if there was a significant runtime impact, from what I have seen there isn't. Certainly I expect there are attacks that can operate within a 4MB window, as I expect there are attacks that could operate within a 4K window that would need sub-page randomization to deter. In fact I believe that is the motivation for CONFIG SLAB FREELIST RANDOM.Combining that with page allocator randomization makes the kernel less predictable.Is that enough justification for this patch on its own? It's debatable. Combine that though with the wider availability of platforms with memory-side-cache and I think it's a reasonable default behavior for the kernel to deploy.",technical
,
"In fact we started with only patch3 and it had no measurable impact on the cache conflict rate. So the reason front-back randomization is not enough is due to the in-order initial freeing of pages. At the start of that process putting page1 in front or behind page0 still keeps them close together, page2 is still near page1 and has a high chance of being adjacent. As more pages are added ordering diversity improves, but there is still high page locality for the low address pages and this leads to no significant impact to the cache conflict rate. Patch3 is enough to keep the entropy sustained over time, but it's not enough initially.",technical
,
Does the above address your concerns? v4.20 is perhaps the last upstream kernel release in advance of wider hardware availability.,technical
,
That should be in the changelog IMHO. ,technical
,
"I am sorry but this hasn't explained anything (at least to me). I can still see a way to bypass this randomization by fragmenting the memory. With that possibility in place this doesn't really provide the promised additional security. So either I am missing something or the per-order threshold is simply a wrong interface to a broken security misfeature. I do not think so from what I have heard so far.OK, this sounds a bit more interesting. I am going to speculate because memory-side-cache is way too generic of a term for me to imagine anything specific. Many years back while at a university I was playing with page coloring as a method to reach a more stable performance results due to reduced cache conflicts. It was not always a performance gain but it definitely allowed for more stable run-to-run comparable results. I can imagine that a randomization might lead to a similar effect although I am not sure how much and it would be more interesting to hear about that effect. If this is really the case then I would assume on/off knob to control the randomization without something as specific as order. ",technical
,
"I think a similar argument can be made against CONFIG SLAB FREELIST RANDOM the randomization benefits can be defeated with more effort, and more effort is the entire point. I'm missing what bar you are judging the criteria for these patches, my bar is increased protection against allocation ordering attacks as seconded by Kees, and the memory side caching effects. That said I don't have a known CVE in my mind that would be mitigated by 4MB page shuffling. No need to imagine, a memory side cache shipped on a previous product as Robert linked in his comments. Cache coloring is effective up until your workload no longer fits in that color. Randomization helps to attenuate the cache conflict rate when that happens. For workloads that may fit in the cache, and/or environments that need more explicit cache control we have the recent changes to numa emulation [1] to arrange for cache sized numa nodes. Are we only debating the enabling knob at this point? I'm not opposed to changing that, but I do think we want to keep the rest of the infrastructure to allow for shuffling on a variable page size boundary in case there is enhanced security benefits at smaller buddy-page sizes.",technical
,
"Fair enough, I'll fold that in when I rebase on top of -next.",technical
,
"If there is relatively simple way to achieve that (which I dunno about the slab free list randomization because I am not familiar with the implementation) then the feature is indeed questionable. I would understand an argument about feasibility if bypassing was extremely hard but fragmenting the memory is relatively a simple task. As said above, if it is quite easy to bypass the randomization then calling and advertizing this as a security feature is a dubious. Not enough to outright nak it of course but also not something I would put my stamp on. And arguments would be much more solid if they were backed by some numbers (not only for the security aspect but also the side caching effects).Could you make this a part of the changelog? I would really appreciate  to see justification based on actual numbers rather than quite hand wavy ""it helps"". Yes, that was my observation back then more or less. But even when you do not fit into the cache a color aware strategy (I was playing with bin hoping as well) produced a more deterministic/stable results. But that is just a side note as it doesn't directly relate to your change. I can imagine that. Do we have any numbers to actually back that claim though? Could you point me to some more documentation. My google-fu is failing me and ""5.2.27.5 Memory Side Cache Information Structure"" doesn't point to anything official (except for your patch referencing it).I am still trying to understand the benefit of this change. If the caching effects are actually the most important part and there is a reasonable cut in allocation order to keep the randomization effective during the runtime then I would like to understand the thinking behind that. In other words does the randomization at smaller orders than biggest order still visible in actual benchmarks? If not then on/off knob should be sufficient with potential auto tuning based on actual HW rather than to expect poor admin to google for RANDOM ORDER to use on a specific HW and all the potential cargo cult that will grow around it. As I've said before, I am not convinced about the security argument but even if I am wrong here then I am still quite sure that you do not want to expose the security aspect as ""chose an order to randomize from ""because admins will have no real way to know what is the RANDOM ORDER to set. So even then it should be on/off thing. You are going to pay some of the performance because you would lose some page allocator optimizations (e.g. pcp lists) but that is unavoidable AFAICS. With all that being said, I think the overall idea makes sense but you should try much harder to explain  why  we need it and back your justification by actual  data  before I would consider my ack. ",technical
,
"In fact you don't even need to fragment since you'll have 4MB contiguous targets by default, but that's not the point. We'll now have more entropy in the allocation order to compliment the entropy introduced at the per-SLAB level with CONFIG SLAB FREELIST RANDOM....and now that I've made that argument I think I've come around to your point about the shuffle page order parameter. The only entity that might have a better clue about ""safer"" shuffle orders than MAX ORDER is the distribution provider. I'll cut a v4 to move all of this under a configuration symbol and make the shuffle order a compile time setting. I put in the changelog that these patches reduced the cache conflict rate by 2.5X on a Java benchmark. I specifically did not put KNL data directly into the changelog because that is not a general purpose server platform. Note, you can also think about this just on pure architecture terms.I.e. that for a direct mapped cache anywhere in a system you can have a near zero cache conflict rate on a first run of a workload and high conflict rate on a second run based on how lucky you are with memory allocation placement relative to the first run. Randomization keeps you out of such performance troughs and provides more reliable average performance.  With the numa emulation patch I referenced an administrator could constrain a workload to run in a cache-sized subset of the available memory if they really know what they are doing and need firmer guarantees. The risk if Linux does not have this capability is unstable hacks like zone sort and rebooting, as referenced in that KNL article, which are not suitable for a general purpose kernel / platform. Yes, 2.5X cache conflict rate reduction, in the change log. So, I've come around to your viewpoint on this. Especially when we have CONFIG SLAB FREELIST RANDOM the security benefit of smaller than MAX ORDER shuffling is hard to justify and likely does not need kernel parameter based control. I don't have a known CVE, I only have the ack of people more knowledgeable about security than myself like Kees to say in effect, ""yes, this complicates attacks"". If you won't take Kees' word for it, I'm not sure what other justification I can present on the security aspect.2.5X cache conflict reduction on a Java benchmark workload that the exceeds the cache size by multiple factors is the data I can provide today. Post launch it becomes easier to share more precise data, but that's post 4.20. The hope of course is to have this capability available in an upstream released kernel in advance of wider hardware availability.",technical
,
"And how is somebody providing a kernel for large variety of workloads supposed to know?[...]I am not disagreeing here. That reliable average might be worse than what you get with the non-randomized case. And that might be a fair deal for some workloads. You are, however, providing a functionality which is enabled by default without any actual numbers (well except for a java  workload that seems to benefit) so you should really do your homework stop hand waving and give us some numbers and/or convincing arguments please. Then mention how and what you can achieve by that in the changelog. We could have lived without those for quite some time so this doesn't seem to be anything super urgent to push through without a proper justification. Which is a single benchmark result which is not even described in detail to be able to reproduce that measurement. I am sorry for nagging here but I would expect something less obscure. How does this behave for usual workloads that we test cache sensitive workloads. I myself am not a benchmark person but I am pretty sure there are people who can help  you to find proper ones to run and evaluate. Thanks! In general (nothing against Kees here of course), I prefer a stronger justification than ""somebody said it will make attacks harder"". At least my concern about fragmented memory which is not really hard to achieve at all should be reasonably clarified. I am fully aware there is no absolute measure here but making something harder under ideal conditions doesn't really help for common attack strategies which can prepare the system into an actual state to exploit allocation predictability. I amno expert here but if an attacker can deduce the allocation pattern then fragmenting the memory is one easy step to overcome what people would consider a security measure. So color me unconvinced for now. I will not comment on timing but in general, any performance related changes should come with numbers for a wider variety of workloads. In any case, I believe the change itself is not controversial as long it is opt-in (potentially autotuned based on specific HW) with a reasonable API. And no I do not consider RANDOM ORDER a good interface. ",technical
,
"True, this would be a much easier discussion with a wider / deeper data set. The latest version of the patches no longer enable it by default. I'm giving you the data I can give with respect to pre-production hardware.The numa emulation aspect is orthogonal to the randomization implementation. It does not belong in the randomization changelog. We lived without them previously because memory-side-caches were limited to niche hardware, now this is moving into general purpose server platforms and the urgency / impact goes up accordingly. No need to apologize. I wouldn't pick benchmarks that are cpu-cache sensitive since those are small number of MBs in size, a memory-side cache is on the order of 10s of GBs.Another way to attack heap randomization without fragmentation is to just perform heap spraying and hope that lands the data the attacker needs in the right place. I still think that allocation entropy > 0 is positive benefit, but I don't know how to determine the curve of security benefit relative to shuffle order. That's fair. Do you mean disable shuffling on systems that don't have a memory-side-cache unless / until we can devise a security benefit curve relative to shuffle-order? The former I can do, the latter, I'm  at a loss. I think the current v4 proposal of compile-time setting is reasonable once we have consensus / guidance on the default shuffle-order.",technical
,
"Yes, enable when the HW requires that for whatever reason and make add a global knob to enable it for those that might find it useful for security reasons with a clear cost/benefit description. Not ""this is the security thingy enable and feel safe(r)"" ",technical
,
"Hello, Can anyone please confirm this bug and apply the patch? Thanks!",technical
,
"I assume that this co-processor only deals with the routing itself, and doesn't need to be talked to during interrupt processing, right? I don't really see the point of making this user-selectable. If you're compiling support for a given platform, this platform configuration fragment should itself select the necessary dependencies for the system to work as expected. Here, you are leaving the choice to the user, with a 50% chance of getting a system that doesn't boot...nit: s/(HWIRQ)/(hwirq)/g Oh great. So this is reinventing the GICv3 ITS, only for SPIs. :-(Now, this structure seems completely useless, see below. Maybe it would make sense to have a macro that hides this:      	       *hwirq = FWSPEC TO HWIRQ(fwspec);This looks horrible. Why doesn't your firmware interface have a helper functions that hides this? Something like:	;and you could even add some error checking. And put this where it belongs (in the helper function).I don't think this structure serves any purpose. src id and src index are just a decomposition of hwirq. dst irq is the GIC interrupt, which is stored... by the GIC driver. Also, it is worth realising that you're allocating per-interrupt data, but none of the per-interrupt callbacks are using it. In my book, that's a sure sign that this structure is pointless. Am I missing anything here? Same remarks about the horrible interface. Please address this. But it also worth realising that this code will never be called with nr irqs!=1 (that's only for things like PCIMulti-MSI).Do you expect other drivers to require similar resource request? If so, It might be worth getting the firmware interface to do that work. Specially the ""give me my SCI"" part.",technical
,
"I would drop the GIC here, and replace it by ""parent interrupt controller"", as nothing here is GIC specific. Are all trigger types supported? Why that constraint? From what I can see, the two are fairly independent, and the constraint looks more of a Linux driver issue than a DT constraint.",technical
,
"Rob, DT maintainers, I'd like a feedback from DT maintainers on this 'range' topic.TISCI Firmware [1] currently seems to define a type corresponding to a device ID[2]. in AM6 device, for example, this is different, however have a 1 to 1 correspondence. However, there is expectation that type will end up as device ID in a future SoC.While this is subject to much debate internally, I'd like some feedback if this is OK from Device tree representation - it is true that Firmware does look at it as type, however in some future SoC, it could be that the values themselves may correspond one to one with a device id -> The original wish was that types might be something reusable across SoCs,but that is turning out to be more of a theoretical wish than any thing practical.",technical
,
"Nope, only level interrupts are supported. Will fix it in v2.Driver when calling irq domain alloc irqs parent(), the fwspec node that gets passed assumes that parent is gic. parameters are filled in with such assumption. Do you suggest anything to make it more generic? Thanks a lot for the review. Also, I need a suggestion regarding one more interrupt controller(Interrupt Aggregator) on the same SoC controlled by TISCI PROTOCOL.The Interrupt Aggregator (INTA) provides a centralized machine which handles the termination of system events to that they can be coherently processed by the host(s) in the system. Integration looks something similar  .Configuration of the Int map registers that maps global events to vint is done by a system controller (like the Device Memory and Security Controller on K3AM654 SoC). Driver should request the system controller to get the range of global events and vints assigned to the requesting host. Management of these requested resources should be handled by driver and requests system controller to map specific global event to vint, bit pair. There can be cases such that IRQ routes can involve both INTR and INTA like below:	IP ---> INTA ---> INTR ----> GIC.In these cases TISCI involves only one message with parameters (source id, source offset, inta id, dst id) for configuring IRQ route till the destination. Coprocessor will detect there is INTR in the IRQ path and configure that as well. Right now I kind of differentiated this scenario in INTA driver by passing a flag(TI SCI EVENT) to INTR driver. If such flag comes, INTR driver should avoid calling ti sci api for configuring. Do you think this is the right direction or do you suggest a better solution. If I am not clear in the above description, I can post an RFC for INTA driver for continuing this discussion.",technical
,
"Yes, that's right. There are 2 reasons why I made it tristate:- Not all interrupts go through this irqchip(At least in the AM6 SoC using this). Most of the legacy peripherals still are directly connected to GIC- TI SCI PROTOCOL is defined as tristate. If you still feel I should not make it user-selectable, I can drop it.okay.okay.All existing TISCI users follow the same convention, so I did not bother adding any such wrapper. Will update TISCI with these wrappers and see what firmware maintainer says.hmm..you are right, these 3 fields can be dropped completely. Will fix it in v2.I tried to consolidate sci resource part under devm ti sci get of resource() api but dst-id is something that is used by irqchip driver. So couldn't consolidate it and had to get it from dt in the driver probe.",technical
,
"But as you said, these are ""legacy"" interrupts, and most of the interesting stuff is routed through the system controller. We also try not to have core interrupt controllers as modules. As for having the firmware interface as a module, I wonder what the use-case is. I really wonder what the added value is for the user. Frankly, exposing all kind of data structures to the world is a pretty poor form of abstraction, which is what the firmware is supposed to provide. I'd strongly suggest that include/linux/soc/ti/ti sci protocol.h gets cleaned up, and that the whole ti sci ops disappears from the that file. Nobody outside of the firmware *implementation* needs to know about its, and it would be much better served by a set of helpers. Finally, please make the TISCI interrupt management part of this series, so that I can review it as part of the code that uses it.",technical
,
"As I said, that's a Linux driver issue, not a DT specification at all. It is not worth it trying to generalize it in the driver implementation, but the DT spec it self should be generic enough. I'm sorry, but I really have no idea what the global events and the vints are. Maybe you should describe what this is all about, and maybe provide a pointer to some documentation...Frankly, it mostly indicates that the firmware does too much, and should be more flexible. That'd be preferable, IMO. Please provide definitions for all the above jargon, as well as pointers to publicly available documentation, if any.",technical
,
"okay, will not make it use configurable in v2.Sure, my next version will include TISCI interrupt management as well. Thanks and regards, Lokesh",technical
,
"okay, will fix it in next version. Sorry I should have done that earlier. TRM is available here[1], Section 9.3 talks about Interrupt Router, Section 10.2.7 talks about Interrupt aggregator. Documentation for TISCI IRQ management is available here Sure, will try to post the consolidated series asap. Thanks a lot for the help.",technical
,
" DT maintainers, Any help on this topic?",technical
,
"I'm not sure I follow all the terminology here of type, subtype, ""dsthost irq"", etc. It looks to me like you should be using interrupt-map property. Rob",technical
,
"I agree with you in principle Peter and have tweaked the patch description to make it clearer that we are doing this to make GCC static analysis more helpful (suppressing a false warning is a worthwhile if you are dealing with lots of them).However, nice though it is to have elegant comment structure I think we should still have this patch in place.  This effort to 'fix' these warnings has already identified a few places where it was wrong so I'm keen to see it applied by default even if it isn't perfect.",technical
,
"Thanks. Below are some examples of cases in which the fall-through warning turned out to be an actual bug So, yeah. This effort is worth it.",technical
,
Done the first of the above…,technical
,
"Indeed. I meant to respond earlier, but then forgot... Thank you!",technical
,
"x86 64 is our case, I should have documented it more clearly. Right, as you said, this is easy to fix. I found recent discussion about why x86-64 is using generic string function here:",technical
,
"Repeating my comment on version 1:My understanding of the concern behind this change is that we should be able to use an email address for the current development practices, such as Reported-by, Suggested-by, etc tags when the email address was provided in what is a public space for the project.  The public space is visible to anyone in the world who desires to access  do not understand how ""ordinarily collected by the project"" is equivalent to ""an email address that was provided in a public space for the project"". Ordinarily collected could include activities that can be expected to be private and not visible to any arbitrary person in the world. My issue is with the word choice.  I agree with the underlying concept.",technical
,
"I don't think it is ... or should be.  This section is specifically enumerating unacceptable behaviours.  The carve out ""email address not ordinarily collected by the project"" means that adding someone's email address in a tag isn't immediately sanctionable in the code of conduct as unacceptable behaviour if a question about whether you asked explicit permission arises.  Equally, a carve out from unacceptable behaviours doesn't make the action always acceptable, so it's not a licence to publish someone's email address regardless of context. It's not a blanket permission, it's an exclusion from being considered unacceptable behaviour.  I would be interested to know what information we ordinarily collect in the course of building linux that should be considered private because I might have missed something about the implications here.",technical
,
Acked-by : Shuah Khan,technical
,
"does that include bugzilla.kernel.org, or should we think of those email addresses (of bug submitters) as private?  They look public to me.",technical
,
"No, that's not my desired goal.   The section is not about giving permission it's about making sure listed unacceptable behaviours don't overlap what we normally do.  The goal is to exclude email the project ordinarily collects from immediate sanction under the unacceptable behaviours clause.  I deliberately didn't add anything about permission because that's up to the project to define in its more standard contribution documents. I agree, but, as I said, my goal wasn't to provide explicit permission(because the list is too long and too dependent on the way the project operates) it was to carve out an exclusion from sanction for stuff the kernel normally does.  The carve out doesn't translate into explicit permission because the project can define other standards for the way email addresses are added to the tags. I think the crux of the disagreement is that you think the carve out equates to a permission which is not specific enough and I think it doesn't equate to a permission at all, which is why there's no need to make it more explicit.  Is that a fair characterisation?",technical
,
"Hello, What about properly formatted patches (with From and SoB) sent to them maintainer, without copying any mailing lists? To me, a patch sent to a maintainer is obviously sent for inclusion in the kernel.",technical
,
"OK.  I am fine with the goal of wording that excludes certain things from unacceptable behavior instead providing permissions for certain things.  I think me phrasing as permission instead of carve out is creating a lot of the miscommunication. Please re-read my comments, but in every place where I state things in a way of providing permissions, re-state it in your mind as the same sentence  except  phrased as excluding from unacceptable behavior.  (I started to do that explicitly, but it looked like I was just going to create a whole lot of distracting text.)Nope.  That is a big place where I was not transferring my thoughts to clear communication.  I agree that what I wrote should have been written in terms of carve out instead of permission. Nope.  My concern is ""which email addresses"".",technical
,
"[...]The idea here was because it's a carve out that doesn't give permission and because the permission is ruled by the project contribution documents, the carve out should be broad enough to cover anything they might say hence ""email addresses not ordinarily collected by the project"" are still included as unacceptable behaviour. Perhaps if you propose the wording you'd like to see it would help because there still looks to be some subtlety I'm not getting.",technical
,
"This ends up reading like so:----Examples of unacceptable behavior by participants include:...* Publishing others ™ private information, such as a physical or electronic address that has been provided in a public space for the project, without explicit permission.----I think that in context, you want a 'not' in there.  That is: unacceptable behavior includes publishing others' private information... that has *not*been provided in a public space.  So, I think the suggested text needs some fixing, IMHO.I looked at this issue upstream, and decided to leave the wording in the CoC itself alone - favoring instead to add a clarifying addition to the upstream CoC FAQ, about some email addresses not being private information. The reason I took that approach, rather than try to change the wording inside the CoC, is that the current wording seems to me to be sufficient. The thing that is unacceptable is publishing private information.  The ""such as..."" clause is intended to convey examples of the types of thing that might usually be considered private information.  But it is not exhaustive, nor is it necessarily correct, depending on the circumstances.  In particular, email addresses are sometimes private information and sometimes not. In the context of kernel development, many email addresses are not private. I am sympathetic to the argument that we use emails as public information so much in kernel development processes, that it makes sense to omit this or qualify it more. My own views are that:1) if we change this line at all, we should simply omit the ""such as..."" part of the phrase, and leave it at:* Publishing others ™ private information without explicit permission but also2) I'm OK with leaving the phrase as is and handling the concerns in an clarifying document. Just my 2 cents. --",technical
,
