,thread_id,email_id,email_code,email_body,previous_email_id,previous_email_code,previous_email_body,concat_body
10,168060,169219,uncivil,This does not make sense vs. the documentation. This should say: And I really have to ask whether this should be named GLOBAL instead of SHARED. Hmm?,168063,technical,Test the new MEMBARRIER_CMD_PRIVATE_EXPEDITED_SYNC_CORE and MEMBARRIER_CMD_REGISTER_PRIVATE_EXPEDITED_SYNC_CORE commands.,Test the new commands. This does not make sense vs. the documentation. This should say: And I really have to ask whether this should be named GLOBAL instead of SHARED. Hmm?
11,168169,173259,civil,"Thanks a lot for all this work! It was long overdue and it is nice to see the project finally getting to an end, after passing into so many hands!
I am not sure I understand the purpose of this level here. As far as I understand, you only have per-engine control whether you want to enable CG or not. What you call BLCG and SLCG levels just mean ""don't use the boot values, but rather use our values (taken from nvidia)"". 
Now, here comes the nasty part: NVIDIA only ever validated the boot values (I guess they are extremely safe ones), and the optimised values (the ones coming from your patch 2, 3, and 4 along with the level 3. I think introducing a single parameter that controls both CG, PG, and automatic reclocking would be safer. For CG and PG, it would be a all-or-nothing (either boot values, or everything like nvidia). This message is a bit odd, whether we keep the notion of levels or not. Can you get rid of the mention of powergating given that this is not part of this patchset? If you agree with having a single enable bit for CG, then a simple: ""Clockgating status: (boot|optimized)"" would work perfectly. All this time, I thought these parameters were for power gating... I also did not expect that clock gating had to be disabled before we could program them.

Great find! Why introduce it? I can't find references to it in this patch (outside of the function below) or in the following patches. As you even export this function, it looks like you used to use this function in an earlier revision of this series.
Aside from all these nitpicks, the approach is quite self contained and I like the following patches. Well done! Once we settle on the configuration parameter, I can give you my R-b :smile:",173260,technical,"FWIW, SLCG stands for second level clock gating","FWIW, SLCG stands for second level clock gating Thanks a lot for all this work! It was long overdue and it is nice to see the project finally getting to an end, after passing into so many hands!
I am not sure I understand the purpose of this level here. As far as I understand, you only have per-engine control whether you want to enable CG or not. What you call BLCG and SLCG levels just mean ""don't use the boot values, but rather use our values (taken from nvidia)"". 
Now, here comes the nasty part: NVIDIA only ever validated the boot values (I guess they are extremely safe ones), and the optimised values (the ones coming from your patch 2, 3, and 4 along with the level 3. I think introducing a single parameter that controls both CG, PG, and automatic reclocking would be safer. For CG and PG, it would be a all-or-nothing (either boot values, or everything like nvidia). This message is a bit odd, whether we keep the notion of levels or not. Can you get rid of the mention of powergating given that this is not part of this patchset? If you agree with having a single enable bit for CG, then a simple: ""Clockgating status: (boot|optimized)"" would work perfectly. All this time, I thought these parameters were for power gating... I also did not expect that clock gating had to be disabled before we could program them.
Great find! Why introduce it? I can't find references to it in this patch (outside of the function below) or in the following patches. As you even export this function, it looks like you used to use this function in an earlier revision of this series.
Aside from all these nitpicks, the approach is quite self contained and I like the following patches. Well done! Once we settle on the configuration parameter, I can give you my R-b :smile:"
12,168668,168727,uncivil,"Again, 'boutside' protection  Other than that. Reviewed.",168726,technical,"boutside protection'?  In general I'd rather have the tracepoints when actually submitting the request, with this tracepoint we might be getting a trace which doesn't really indicate if the command was submitted at all.","boutside protection'?  In general I'd rather have the tracepoints when actually submitting the request, with this tracepoint we might be getting a trace which doesn't really indicate if the command was submitted at all. Again, 'boutside' protection. Other than that. Reviewed."
13,169133,177084,uncivil,"The timer is supposed to restart the protocol again, that's how this whole thing is designed to work. I think you are making changes to the symptom rather than the true because of the problems you are seeing. Sorry, I will not apply this until the exact issue is better understood.",169133,technical,"In drivers/net/wan/hdlc_ppp.c, some noise on physical line can cause the carrier detect still ok, but the protocol will fail. So if carrier detect ok, don't turn off protocol negotiation  This patch is against the kernel version Linux 4.15-rc8","In this file, some noise on physical line can cause the carrier detect still ok, but the protocol will fail. So if carrier detect ok, don't turn off protocol negotiation  This patch is against the kernel version Linux 4.15-rc8 The timer is supposed to restart the protocol again, that's how this whole thing is designed to work. I think you are making changes to the symptom rather than the true because of the problems you are seeing. Sorry, I will not apply this until the exact issue is better understood."
14,169133,177642,uncivil,"Ok, I check the source code again. It have nothing to do with the interrupts, it is related how the hdlc.c is implemented. My case is the carrier always good, but protocol will fail due to perfect noise, and this issue was found and complained by our customers. So it is not my theory guessing, it is a real problem.",177133,technical,"The timer is supposed to be triggered by carrier detect interrupt. After remove the line noise, the carrier detect interrupt is never triggered again, because the carrier is always ok and it only trigger the timer once, Since the protocol was terminated and no new interrupts happen, the link will never be back. So the case here is that the line noise is good and just good to make the carrier detect still good  but the protocol fail, the timer will be never triggered again.  Of course, if you increase the noise and make even the carrier detect fail, then remove the noise, the link will be up, Because the carrier down and up again and then trigger the timer to restart. The timer is supposed to restart the protocol again, that's how this whole thing is designed to work.  I think you are making changes to the symptom rather than the true cause of the problems you are seeing.  Sorry, I will not apply this until the exact issue is better understood.","The timer is supposed to be triggered by carrier detect interrupt. After remove the line noise, the carrier detect interrupt is never triggered again, because the carrier is always ok and it only trigger the timer once, Since the protocol was terminated and no new interrupts happen, the link will never be back. So the case here is that the line noise is good and just good to make the carrier detect still good  but the protocol fail, the timer will be never triggered again.  Of course, if you increase the noise and make even the carrier detect fail, then remove the noise, the link will be up, Because the carrier down and up again and then trigger the timer to restart. The timer is supposed to restart the protocol again, that's how this whole thing is designed to work.  I think you are making changes to the symptom rather than the true cause of the problems you are seeing.  Sorry, I will not apply this until the exact issue is better understood. Ok, I check the source code again. It have nothing to do with the interrupts, it is related how the hdlc.c is implemented. My case is the carrier always good, but protocol will fail due to perfect noise, and this issue was found and complained by our customers. So it is not my theory guessing, it is a real problem."
15,169133,179802,civil,"Sorry about being late, just returned home and am trying to get all the backlogs under control. I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51). There is related (more visible in practice, though we aren't affected) issue of ""active"" vs ""passive"" mode (hdlc_ppp.c is ""active"", and two ""passives"" wouldn't negotiate at all). 
Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go. Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point, I don't know. Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware). Anyway, since the patch is safe and can solve an existing problem.",177642,uncivil,"Ok, I check the source code again. It have nothing to do with the interrupts, it is related how the hdlc.c is implemented. My case is the carrier always good, but protocol will fail due to perfect noise, and this issue was found and complained by our customers. So it is not my theory guessing, it is a real problem.","Ok, I check the source code again. It have nothing to do with the interrupts, it is related how the hdlc.c is implemented. My case is the carrier always good, but protocol will fail due to perfect noise, and this issue was found and complained by our customers. So it is not my theory guessing, it is a real problem. Sorry about being late, just returned home and am trying to get all the backlogs under control. I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51). There is related (more visible in practice, though we aren't affected) issue of ""active"" vs ""passive"" mode (this file is ""active"", and two ""passives"" wouldn't negotiate at all). 
Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go. Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point, I don't know. Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware). Anyway, since the patch is safe and can solve an existing problem."
16,169133,193114,civil,"How  do you think my patch? As you see, Krzysztof  think my patch is ok to be accepted. But if you have a better idea to fix it,I am glad to see it. Anyway, this issue have to be fixed.
",179802,civil,"Sorry about being late, just returned home and am trying to get all the backlogs under control.  I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51). There is related (more visible in practice, though we aren't affected) issue of active"" vs ""passive"" mode (hdlc_ppp.c is ""active"", and two ""passives"" wouldn't negotiate at all).  Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go.  Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point, I don't know.  Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware).  Anyway, since the patch is safe and can solve an existing problem: ","Sorry about being late, just returned home and am trying to get all the backlogs under control.  I remember the PPP standard is a bit cloudy about the possible issue, but the latter indeed exists (the PPP state machine was written directly to STD-51). There is related (more visible in practice, though we aren't affected) issue of active"" vs ""passive"" mode (this file is ""active"", and two ""passives"" wouldn't negotiate at all).  Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed. Looking at the patch, my first impression is it makes the code differ from STD-51 a little bit. On the other hand, perhaps applying it as is and forgetting about the issue is the way to go.  Ideally, I think the negotiation failure should end up (optionally, in addition to the current behavior) in some configurable sleep, then the negotiation should restart. If it's worth the effort at this point, I don't know.  Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware).  Anyway, since the patch is safe and can solve an existing problem:  How  do you think my patch? As you see, Krzysztof  think my patch is ok to be accepted. But if you have a better idea to fix it, I am glad to see it. Anyway, this issue have to be fixed.
"
17,169133,204633,uncivil,"I cannot apply a patch which has been corrupted by your email client like
this.

Please send it properly again, plain ASCII text, and no trasnformations
by your email client.
You should send the patch to yourself and try to apply the patch you receive, do not send to the list until you can pass the test properly. Do not use attachments to fix this problem, the patch must be inline after your commit message and signoffs. Please read these for more information.",203117,technical,"How  is your thinking about this patch? Subject: netdev: carrier detect ok, don't turn off negotiation   Sometimes when physical lines have a just good noise to make the protocol  handshaking fail, but the carrier detect still good. Then after remove of  the noise, nobody will trigger this protocol to be start again to cause  the link to never come back. The fix is when the carrier is still on, not  terminate the protocol handshaking.  Ok, I submit it  again.   In drivers/net/wan/hdlc_ppp.c, some noise on physical line can cause the carrier detect still ok, but the protocol will fail. So if carrier detect ok, don't turn off protocol negotiation  This patch is against the kernel version Linux 4.15-rc8 Please resubmit it and I'll think about it again, thank you.","How  is your thinking about this patch? Subject: netdev: carrier detect ok, don't turn off negotiation   Sometimes when physical lines have a just good noise to make the protocol  handshaking fail, but the carrier detect still good. Then after remove of  the noise, nobody will trigger this protocol to be start again to cause  the link to never come back. The fix is when the carrier is still on, not  terminate the protocol handshaking.  Ok, I submit it  again.   In this file, some noise on physical line can cause the carrier detect still ok, but the protocol will fail. So if carrier detect ok, don't turn off protocol negotiation  This patch is against the kernel version Linux 4.15-rc8 Please resubmit it and I'll think about it again, thank you. I cannot apply a patch which has been corrupted by your email client like this. Please send it properly again, plain ASCII text, and no transformations by your email client.
You should send the patch to yourself and try to apply the patch you receive, do not send to the list until you can pass the test properly. Do not use attachments to fix this problem, the patch must be inline after your commit message and signoffs. Please read these for more information."
18,170193,170197,uncivil,"Please don't put plain-text files into core-api - that's a directory full
of RST documents.  Your document is 99.9% RST already, better to just
finish the job and tie it into the rest of the kernel docs.


We might as well put the SPDX tag here, it's a new file.


This is all good information, but I'd suggest it belongs more in the 0/n
patch posting than here.  The introduction of *this* document should say what it actually covers. This seems like a relevant and important aspect of the API that shouldn't be buried in the middle of a section talking about random things. So one gets this far, but has no actual idea of how to do these things. Which leads me to wonder: what is this document for?  Who are you expecting to read it? You could improve things a lot by (once again) going to RST and using directives to bring in the kerneldoc comments from the source (which, I note, do exist).  But I'd suggest rethinking this document and its audience.  Most of the people reading it are likely wanting to learn how to *use* this API; I think it would be best to not leave them frustrated.",170198,technical,Add basic self-test functionality for pmalloc.,"Add basic self-test functionality for pmalloc. Please don't put plain-text files into core-api - that's a directory full of RST documents.  Your document is 99.9% RST already, better to just finish the job and tie it into the rest of the kernel docs. We might as well put the SPDX tag here, it's a new file.

This is all good information, but I'd suggest it belongs more in the 0/n patch posting than here.  The introduction of *this* document should say what it actually covers. This seems like a relevant and important aspect of the API that shouldn't be buried in the middle of a section talking about random things. So one gets this far, but has no actual idea of how to do these things. Which leads me to wonder: what is this document for?  Who are you expecting to read it? You could improve things a lot by (once again) going to RST and using directives to bring in the kerneldoc comments from the source (which, I note, do exist).  But I'd suggest rethinking this document and its audience.  Most of the people reading it are likely wanting to learn how to *use* this API; I think it would be best to not leave them frustrated."
19,170193,188751,uncivil,"Relatively significant? I do not object to your comment, but in practice i see that:
- vmalloc is used relatively little
- allocations do not seem to be huge
- there seem to be way larger overheads in the handling of virtual pages (see my proposal for the LFS/m summit, about collapsing struct vm_struct and struct vmap_area)
Can you please point me to this function/macro? I don't seem to be able to find it, at least not in 4.15. During hardened user copy permission check, I need to confirm if the memory range that would be exposed to userspace is a legitimate sub-range of a pmalloc allocation. So, I start with the pair (address, size) and I must end up to something I can compare it against. The idea here is to pass through struct_page and then the related vmap area, which already has the information about the specific chunk of virtual memory. I cannot comment on your proposal because I do not know where to find the reference you made, or maybe I do not understand what you mean :sad:",170195,technical,Well this introduces significant overhead for large sized allocation. Does this not matter because the areas are small?  Would it not be better to use compound page allocations here? page_head(whatever) gets you the head page where you can store all sorts of information about the chunk of memory.,"Well this introduces significant overhead for large sized allocation. Does this not matter because the areas are small?  Would it not be better to use compound page allocations here? page_head(whatever) gets you the head page where you can store all sorts of information about the chunk of memory. Relatively significant? I do not object to your comment, but in practice i see that:
- vmalloc is used relatively little
- allocations do not seem to be huge
- there seem to be way larger overheads in the handling of virtual pages (see my proposal for the LFS/m summit, about collapsing struct vm_struct and struct vmap_area)
Can you please point me to this function/macro? I don't seem to be able to find it, at least not in 4.15. During hardened user copy permission check, I need to confirm if the memory range that would be exposed to userspace is a legitimate sub-range of a pmalloc allocation. So, I start with the pair (address, size) and I must end up to something I can compare it against. The idea here is to pass through struct_page and then the related vmap area, which already has the information about the specific chunk of virtual memory. I cannot comment on your proposal because I do not know where to find the reference you made, or maybe I do not understand what you mean :sad:"
20,170193,188745,civil,"ok. ok, this is all new stuff to me ... I suppose I should do it also for all the other new files I create. But what is the license for the documentation? It's not code, so GPL seems wrong. Creative commons? I just noticed a patch for checkpatch.pl about SPDX and asked the same question there. ok. I'll move it to the Use section. I will add a reference to the selftest file. In practice it can also work as example. ok, the example route should be more explicative. thanks again for the review.",190492,technical,Thank you for the patch! Yet something to improve:,"Thank you for the patch! Yet something to improve: ok. ok, this is all new stuff to me ... I suppose I should do it also for all the other new files I create. But what is the license for the documentation? It's not code, so GPL seems wrong. Creative commons? I just noticed a patch for checkpatch.pl about SPDX and asked the same question there. ok. I'll move it to the Use section. I will add a reference to the selftest file. In practice it can also work as example. ok, the example route should be more explicative. thanks again for the review."
